SMILES,logP,logD,logS,pKa_total,pKa_acid,pKa_base,Caco2_r,hPPB,rPPB,CYP1A2i_r,CYP2C9i_r,CYP2C19i_r,CYP3A4i_r,CYP2D6i_r,hCLint,MkCLint,dCLint,rCLint,mCLint,VDss,rCLtot,hCLtot
O=C(Nc1cc2ncncc2cc1OCc1cccc(Cl)c1)Nc1cccc2ccccc12,,,,,,,,,,,,,,5.29,,,,,,,,
CN1C[C@H]2CCC[C@@]2(c2ccc3ccccc3c2)C1,,,,,,,,,,,,,,4.89,,,,,,,,
CCCCOc1cccc(C(F)(F)CNCC(=O)N2CCCCC2)c1,,,,,,,,,,,,,,4.42,,,,,,,,
C=CCOc1ccc(OCC(O)CNC(C)C)cc1,,,,,,,,,,,,,,4.68,,,,,,,,
COCCOc1cc(CC2CCN(CCc3ccc4c(c3)C(O)CCO4)CC2)ccc1Br.O=[SH](=O)c1ccccc1,,,,,,,,,,,,,,4.37,,,,,,,,
COCCOc1cc(CC2CCN(CCc3ccc4c(c3)C(O)CCO4)CC2)ccc1Br.O=[SH](=O)c1ccccc1,,,,,,,,,,,,,,4.47,,,,,,,,
COCCOc1cc(CC2CCN(CCc3ccc4occc(=O)c4c3)CC2)ccc1Br,,,,,,,,,,,,,,4.55,,,,,,,,
O=c1ccoc2ccc(CCN3CCC(Cc4ccc(Br)c(O)c4)CC3)cc12,,,,,,,,,,,,,,4.78,,,,,,,,
Cc1ccc(CN(C)C[C@H]2Cc3c(cccc3N3CCNCC3)CN2)nc1,,,,,,,,,,,,,,4,,,,,,,,
Cn1ncc(C(=O)N[C@@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)C(=O)NC2(C#N)CC2)n1,,,,,,,,,,,,,,5.22,,,,,,,,
CN(C(=O)[C@H]1Cc2cc(NS(C)(=O)=O)ccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,,,,,5.27,,,,,,,,
CN(C(=O)[C@@H]1Cc2cccc(NS(C)(=O)=O)c2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,,,,,5.92,,,,,,,,
CC(=O)NCc1ccc(CC(=O)N(C)[C@H](CN2CCCC2)c2ccccc2)cc1,,,,,,,,,,,,,,5.96,,,,,,,,
CCc1ncnc2cc(OCC(O)CNC(C)(C)Cc3cc4ccccc4[nH]3)c(OC)cc12,,,,,,,,,,,,,,7.4,,,,,,,,
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccc(CCC(=O)O)cc1C#N,,,,,,,,,,,,,,4.92,,,,,,,,
Clc1ccc(OC[C@@H]2C[C@H]3C[C@H]3N2)cn1,,,,,,,,,,,,,,4.42,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(CCF)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.48,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(=O)CN(C)C)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,6.3,,,,,,,,
COCC(=O)N1CC[C@@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)[C@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)C1,,,,,,,,,,,,,,5.92,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C(=O)C(C)C)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,7.3,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C(=O)OC(C)(C)C)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,6.24,,,,,,,,
CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,,,,,,,,,,,,,,4.52,,,,,,,,
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1cccc2ccccc12,,,,,,,,,,,,,,7.52,,,,,,,,
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1,,,,,,,,,,,,,,7.52,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC)C4)C3)s2)cc1,,,,,,,,,,,,,,4.73,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC)C4)C3)s2)cc1,,,,,,,,,,,,,,4.7,,,,,,,,
CN(C(=O)Cc1ccc(CNS(=O)(=O)c2ccccc2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,,,,,5.36,,,,,,,,
CCCCNc1nc(N)nc2cccc(C(=O)NCc3ccccc3)c12,,,,,,,,,,,,,,5.18,,,,,,,,
CC(C)(C)NC(=O)NCCN1CC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,,,,,,,,,,,,,,5.35,3.602059991,,,,,,,
COc1ccc2c(c1)C(C1CCCCC1)N(C(=O)CNC[C@@H](C)O)CC2,,,,,,,,,,,,,,5.43,,,,,,,,
Cc1cccc2c1C(c1ccccc1)N(C(=O)CNC[C@@H](C)O)CC2,,,,,,,,,,,,,,5.25,,,,,,,,
C(#Cc1cccc(Cc2c[nH]cn2)c1)c1ccccc1,,,,,,,,,,,,,,6.31,,,,,,,,
OCCOc1cc(CC2CCN(CCc3ccc4c(c3)C(O)CCO4)CC2)ccc1Br,,,,,,,,,,,,,,4.39,,,,,,,,
Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl,,,,,,,,,,,,,,7,,,,,,,,
Clc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,,,,,,,,,,,,,,5.32,,,,,,,,
Clc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1Cl,,,,,,,,,,,,,,6.3,,,,,,,,
c1ccc2c(c1)CN[C@@H](CN(CCCCNC1CCSCC1)[C@H]1CCCc3cccnc31)C2,,,,,,,,,,,,,,6.36,,,,,,,,
Nc1nc(N)c2c(OCC3CCN(Cc4ccccc4F)CC3)cccc2n1,,,,,,,,,,,,,,5.03,,,,,,,,
CC1C2C=C(C=C3c4ccccc4CCc4ccccc43)CC1CC2,,,,,,,,,,,,,,6.68,,,,,,,,
C[N+]1(C)C2CCC1CC(OC1c3ccccc3C=Cc3ccccc31)C2,,,,,,,,,,,,,,4.22,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C3CCN(C(C)=O)CC3)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.96,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(C)=O)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.89,1.204119983,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.66,,,,,,,,
CNC(=O)N1CC[C@@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)[C@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)C1,,,,,,,,,,,,,,5.92,,,,,,,,
CCNC(=O)N1CC[C@@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)[C@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)C1,,,,,,,,,,,,,,6.77,,,,,,,,
CC(=O)c1cccc(NC(=O)N/C=C/CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,,,,,,,,,,,,,,6.17,,,,,,,,
CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,,,,,,,,,,,,,,7.52,1.20871002,,,,,,,
c1ccc2c(c1)CN[C@@H](CN(CC1CCNCC1)[C@H]1CCCc3cccnc31)C2,,,,,,,,,,,,,,5.73,,,,,,,,
c1ccc2c(c1)CN[C@@H](CN(CCC1CCNCC1)[C@H]1CCCc3cccnc31)C2,,,,,,,,,,,,,,5.98,,,,,,,,
c1ccc2c(c1)CN[C@@H](CN(CCCCN1CCNCC1)[C@H]1CCCc3cccnc31)C2,,,,,,,,,,,,,,5.84,,,,,,,,
CN1CCN(CCCN(C[C@H]2Cc3ccccc3CN2C)[C@H]2CCCc3cccnc32)CC1,,,,,,,,,,,,,,5.29,,,,,,,,
NCCCCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,,,,,,,,,,,,,,6.5,,,,,4.806179974,,,
CCCCCCOc1cccc(C(F)(F)CNCC(=O)N(C)C)c1,,,,,,,,,,,,,,4.42,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCC(O)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,,,,,,,,,,,,,,4.85,3.77815125,,,,,,,
O=C(Nc1nccs1)N1CCC(Cc2c[nH]cn2)CC1,,,,,,,,,,,,,,5.7,,,,,,,,
C[C@@H](NC1CCCC(c2ccc(C(=O)O)cc2)C1)c1cccc2ccccc12,,,,,,,,,,,,,,5,,,,,,,,
COC(=O)Nc1ccc2c(c1)CCC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,,,,,,,,,,,,,,5.13,,,,,,,,
N#Cc1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1,,,,,,,,,,,,,,4.11,,,,,,,,
O=C(/N=C(/Nc1cc(F)cc(Cl)c1)Nc1cc(C(F)(F)F)[nH]n1)c1cccc(Cl)c1,,,,,,,,,,,,,,5.5,,,,,,,,
O=C(/N=C(/Nc1cccc(Cl)c1)Nc1cc(C(F)(F)F)[nH]n1)c1cccc(Cl)c1,,,,,,,,,,,,,,5.96,,,,,,,,
O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(N2CCCCC2)nc1,,,,,,,,,,,,,,5.96,,,,,,,,
Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,,,,,,,,,,,,,,4.8,,,,,,,,
Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,,,,,,,,,,,,,,5.23,,,,,,,,
COc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,,,,,,,,,,,,,,5.09,,,,,,,,
N=C(N)NC(=N)NCCc1ccccc1,,,,,,,,,,,,,,4.57,,,,,,,,
C[C@@H](N[C@H]1CC[C@H](c2ccc(CCC(=O)O)cc2)C1)c1cccc2ccccc12,,,,,,,,,,,,,,4.1,,,,,,,,
C[C@@H](N[C@H]1CCC[C@H](c2ccc(C(=O)N3CCC(C(=O)O)CC3)cc2)C1)c1cccc2ccccc12,,,,,,,,,,,,,,4.8,,,,,,,,
O=C1c2cc(CCN3CCC(Cc4ccc(Br)c(O)c4)CC3)ccc2OCC1O,,,,,,,,,,,,,,4.64,,,,,,,,
CN(C(=O)Cc1ccc2c(c1)CN(S(C)(=O)=O)C2)[C@H](CN1CCCC1)c1ccccc1,,,,,,,,,,,,,,5.98,,,,,,,,
CC(=O)NC1CCN(Cc2ccc(CCN(C)C(=O)c3ccc(-c4ccc(F)cc4)cc3)cc2)CC1,,,,,,,,,,,,,,4.82,,,,,,,,
O=C(CCc1ccc(CN2CCCCC2)cc1)N1CCC(Cc2c[nH]cn2)CC1,,,,,,,,,,,,,,5.52,,,,,,,,
Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl,,,,,,,,,,,,,,7.52,,,,,,,,
Clc1ccc(Cl)c(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1Cl,,,,,,,,,,,,,,6,,,,,,,,
Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(F)cc3F)C2)n1C,,,,,,,,,,,,,,5.92,,,,,,,,
Cc1cc(C2CC=CCN(C)C2)ccc1Cl,,,,,,,,,,,,,,4.75,4.929418926,,,,,,,
CN(C(=O)Cc1cccc(CN)c1)[C@H](CN1CCCC1)c1ccccc1,,,,,,,,,,,,,,6.97,,,,,,,,
Clc1cc(Cl)cc(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1,,,,,,,,,,,,,,5.4,,,,,,,,
O=C(c1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc1)N1CCCCC1,,,,,,,,,,,,,,5.7,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCOC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,6.31,,,,,,,,
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1-c1cccnc1,,,,,,,,,,,,,,5.8,,,,,,,,
O=c1ccoc2ccc(CCN3CCC(Cc4ccc(Br)c(OCCO)c4)CC3)cc12,,,,,,,,,,,,,,4.46,,,,,,,,
C[C@@H]1CN(c2ccccc2C#N)CCN1c1nc(-c2ccncn2)cc(=O)n1C,,,,,,,,,,,,,,4.57,,,,,,,,
C[C@@H]1CN(c2ccccn2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,,,,,,,,,,,,,,4.4,,,,,,,,
C[C@@H]1CN(Cc2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,,,,,,,,,,,,,,4.68,,,,,,,,
c1cncc(OC[C@@H]2C[C@H]3C[C@H]3N2)c1,,,,,,,,,,,,,,4.58,,,,,,,,
CN(C(=O)Cc1ccc(CN)cc1)[C@H](CN1CCCC1)c1ccccc1,,,,,,,,,,,,,,6.49,,,,,,,,
CC(=O)Nc1ccc2c(c1)CCC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,,,,,,,,,,,,,,5.54,,,,,,,,
O=C(c1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)nc1)N1CCCCC1,,,,,,,,,,,,,,5.7,,,,,,,,
C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=N1,,,,,,,,,,,,,,6.05,,,,,,,,
CN(CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2-c2ccccc21,,,,,,,,,,,,,,5.89,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(CCO)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,4.92,,,,,,,,
COCC(=O)N1CC[C@@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)[C@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)C1,,,,,,,,,,,,,,5.92,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCCC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.58,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCCC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.6,,,,,,,,
O=C1O[C@@]2(CN3CCC2CC3)CN1c1ccc(Br)s1,,,,,,,,,,,,,,5.05,,,,,,,,
NC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,,,,,,,,,,,,,,6.36,,,,,,,,
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(C)c1,,,,,,,,,,,,,,5.34,,,,,,,,
N[C@@H](CC(=O)N1CCC[C@H]1CN(C1CC1)S(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,7,,,,,,,,
CS(=O)(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,4.85,,,,,,,,
N[C@@H](CC(=O)N1CCC[C@H]1CNc1ncc(F)cn1)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,7,,,,,,,,
N[C@@H](CC(=O)N1CCC[C@H]1CNc1ccc(C(F)(F)F)nc1)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,5.3,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N[C@@H](C)C(C)C)C4)C3)cc2)cc1,,,,,,,,,,,,,,5.37,,,,,,,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N[C@@H](C)C(C)C)C4)C3)cc2)cc1,,,,,,,,,,,,,,5.4,,,,,,,,
COc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.25,,,,,,,,
COc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,,,,,,,,,,,,,,5.3,,,,,,,,
Clc1cc(Cl)cc(O[C@@H](c2ccccc2)[C@H]2CCNC2)c1,,,,,,,,,,,,,,6.2,,,,,,,,
CC(C)N(C)[C@@H]1CC[C@H](NC(=O)CNC(=O)c2cccc(C(F)(F)F)c2)[C@H](CCc2ccccc2)C1,,,,,,,,,,,,,,7.7,,,,,,,,
C[C@@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)CCC(F)(F)C(N)=N1,,,,,,,,,,,,,,6,4.004321374,,4.008600172,,,,,
NC1=N[C@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1COCC[C@@H]12,,,,,,,,,,,,,,5.35,,,,,,,,
NC1=N[C@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1COCC[C@H]12,,,,,,,,,,,,,,6.38,,,,,,,,
Cc1ccc2c(-c3cnc4[nH]cc(C(=O)NC5(C)CCNC5)c4n3)nn(C)c2c1,,,,,,,,,,,,,,5.52,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,,,,,,,,,,,,,,5.58,4.176091259,,,,,,,
CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,,,,,,,,,,,,,,6,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCCC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,,,,,,,,,,,,,,5.8,4.204119983,,,,,,,
CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,,,,,,,,,,,,,,5.47,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)CC1,,,,,,,,,,,,,,5.1,4.462397998,,,,,,,
Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccncc3)n2)n[nH]1,,,,,,,,,,,,,,5.7,,,,,,,,
COCCN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1,,,,,,,,,,,,,,5.41,5.176091259,,,,,,,
CN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1,,,,,,,,,,,,,,5.12,4.707570176,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(=O)C3CC3)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,7.1,,,,,,,,
COC(=O)N1CC[C@@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)[C@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)C1,,,,,,,,,,,,,,7.1,,,,,,,,
c1nc(CC2CCN(CCCOc3ccc(CN4CCCCC4)nc3)CC2)c[nH]1,,,,,,,,,,,,,,5.52,,,,,,,,
c1cnc2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2c1,,,,,,,,,,,,,,5.7,,,,,,,,
Fc1ccc(F)c(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1Cl,,,,,,,,,,,,,,5.7,,,,,,,,
Cn1ccnc1C(O)C=C(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,4.82,,,,,,,,
Clc1ccc([C@@H]2CC=CCNC2)cc1Cl,,,,,,,,,,,,,,5.51,4.698970004,,,,,,,
CCCS(=O)(=O)NCc1ccc2c(c1)C[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,,,,,,,,,,,,,,5.24,,,,,,,,
O=C(CCOc1ccc(C(=O)N2CCNCC2)cc1)N1CCC(Cc2c[nH]cn2)CC1,,,,,,,,,,,,,,4.52,,,,,,,,
CCCCCCCCCCCc1cccn1C1c2ccccc2CCc2ccccc21,,,,,,,,,,,,,,5.24,,,,,,,,
CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C(=O)C(C)(F)F,,,,,,,,,,,,,,7,,,,,,,,
N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1(C(F)(F)F)CC1)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,5.44,,,,,,,,
N[C@@H](CC(=O)N1CCC[C@H]1COCC1CC1)Cc1cc(F)c(F)cc1F,,,,,,,,,,,,,,5.77,,,,,,,,
CC(C)c1ccc2c(c1)C(C1CCCCC1)N(C(=O)CNC[C@@H](C)O)CC2,,,,,,,,,,,,,,5.72,,,,,,,,
Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,,,,,,,,,,,,,,5.89,,,,,,,,
NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCc3c(nc(C(F)(F)F)nc3C3CC3)C2=O)CC1,,,,,,,,,,,,,,5,,,,,,,,
OCC[C@]1(c2ccc(Cl)c(Cl)c2)CCCCNC1,,,,,,,,,,,,,,4.75,,,,,,,,
NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1COCC[C@@H]12,,,,,,,,,,,,,,5.96,,,,,,,,
Cc1cc(C(=O)N2CCC(Oc3ccc4c(c3)CCN(C3CCC3)CC4)CC2)no1,,,,,,,,,,,,,,4.37,,,,,,,,
O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(-c2ccc(F)c(F)c2)cc1,,,,,,,,,,,,,,7,3,,,3.041392685,,,,
O=C(CCN1CCC(Cc2c[nH]cn2)CC1)Nc1ccc(Cl)cc1,,,,,,,,,,,,,,7.4,,,,,,,,
CC(C)C1c2ccc(F)cc2CCN1C(=O)CNCC1(O)CCCCC1,,,,,,,,,,,,,,6.41,,,,,,,,
C=C[C@H]1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,,,,,,,,,,,,,,8.05,,,,,,,,
COc1cc(Cl)ccc1O[C@@H](c1ccccc1)[C@H]1CCNC1,,,,,,,,,,,,,,6.5,,,,,,,,
c1cncc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)c1,,,,,,,,,,,,,,6.52,,,,,,,,
COCCOc1ccc(Br)c(CC2CCN(CCc3cc4c(cc3Cl)OCCO4)CC2)c1,,,,,,,,,,,,,,5.52,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(CC#N)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.7,,,,,,,,
Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,,,,,,,,,,,,,,5.16,,,,,,,,
COc1cc([N+](=O)[O-])ccc1O[C@@H](c1ccccc1)[C@H]1CCNC1,,,,,,,,,,,,,,5.3,,,,,,,,
CCNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,,,,,,,,,,,,,,7.05,,,,,,,,
CNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,,,,,,,,,,,,,,5.92,,,,,,,,
COCCOc1ccn2c(-c3ccc4cccc(O[C@@H]5CCNC[C@@H]5F)c4n3)cnc2c1,,,,,,,,,,,,,,5.23,,,,,,,,
CN(Cc1ccccc1)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,,,,,,,,,,,,,,6,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(=O)C(C)C)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,6.09,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(=O)C3CCCC3)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,6.04,,,,,,,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,,,,,,,,,,,,,5.85,,,,,,,,
C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C=CSC(N)=N1,,,,,,,,,,,,,,4.96,,,,,,,,
CN1Cc2cc(N3CCOCC3)ccc2[C@@H](c2ccc3sccc3c2)C1,,,,,,,,,,,,,,4.96,,,,,,,,
NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cn[nH]c3)C[C@H]2CS1,,,,,,,,,,,,,,6.43,,,,,,,,
CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3n[nH]c4c(CO)cccc34)nc12,,,,,,,,,,,,,,4.92,,,,,,,,
CC(C)(Cc1csc2ccccc12)NCC(O)COc1ccccc1C#N,,,,,,,,,,,,,,7.3,,,,,,,,
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1C(=O)N1CCCC1,,,,,,,,,,,,,,5.14,,,,,,,,
c1ccc2c(c1)CN[C@@H](CN(CCN1CCNCC1)[C@H]1CCCc3cccnc31)C2,,,,,,,,,,,,,,5.38,,,,,,,,
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,,,,,,,,,,,,,,4.5,,,,,,,,
CC1(C)CN2CCC[C@]2(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1,,,,,,,,,,,,,,5.51,,,,,,,,
Cc1cc(-c2ccc(NC(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,,,,,,,,,,,,,,4.89,,,,,,,,
C#CCN(CC(O)COc1ccccc1C#N)C(C)(C)Cc1cc2ccccc2[nH]1,,,,,,,,,,,,,,6.17,,,,,,,,
CC(C)(Cc1cc2ccccc2[nH]1)NCC(O)COc1ccccc1S(C)(=O)=O,,,,,,,,,,,,,,6.96,,,,,,,,
Cc1cc(OCC(O)CNC(C)(C)Cc2cc3ccccc3[nH]2)ccc1S(C)(=O)=O,,,,,,,,,,,,,,7.4,,,,,,,,
C=CCN(CC(O)COc1ccccc1C#N)C(C)(C)Cc1cc2ccccc2[nH]1,,,,,,,,,,,,,,7.4,,,,,,,,
CN(C(=O)Cc1ccc(CNS(=O)(=O)c2ccc(F)cc2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,,,,,5.24,,,,,,,,
Cc1coc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,,,,,,,,,,,,,,4.52,,,,,,,,
CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3n[nH]c4c(C(C)(C)O)cccc34)nc12,,,,,,,,,,,,,,5.3,,,,,,,,
Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,,,,,,,,,,,,,,5.26,,,,,,,,
